userName,score,at,content
Azmi Maulana,1,2024-08-02 22:20:14,Apk maling ini
Ramon Nawaisya,4,2024-08-02 19:33:06,Sangat bermanfaat
Iwa Hertiwa,5,2024-08-02 17:27:28,Sangat ok aplikasi belanja online
Catur Obay,5,2024-08-02 16:39:31,Mantap
never ags79,5,2024-08-02 14:50:36,Belanja mudah dan koplit
Puput Tyn,5,2024-08-02 14:27:37,Aplikasi yang sangat membantu
Pengguna Google,5,2024-08-02 13:13:52,SANGAT KECEWA...
Gerai Shabrina,1,2024-08-02 10:50:45,APLIKASI BURUK....
mediana leo2,5,2024-08-02 10:36:22,Mantqp
Risa Miranti,3,2024-08-02 08:30:38,"Makin kesini koq makin kesana yak, Paylater Error, ya sudah. END,ga bakalan belanja di bl lagi dah,,,BYE"
bowo jazz,1,2024-08-02 05:45:28,"Ga punya tagihan,pas mau pake paylater,ga bisa di pake,mau komplain ga ada ruang buat komplain,karena paylater cuma numpang di bukalapak"
Fahrul Razi,1,2024-08-02 04:06:18,Saya tidak dapat upload barang yang rusak pas saya buat pengajuan komplain
iyon pluss TV,4,2024-08-02 01:07:48,"Pembayaran dengan dana eror , mohon di perbaiki"
Tauhid Abadi,5,2024-08-02 00:28:42,smkin mantap pokonya buka lapak
Deddy Surya,1,2024-08-02 00:16:33,Parah g kaya dlu
Tamrin Afdal,3,2024-08-01 20:25:57,Salado di bekekan tanpa sebab..
QUWENSYA kasui pasar,1,2024-08-01 16:37:39,Malah semakin gak jelas buka lapak paylater gak bisa dipakai lagi walaupun limit masih aktif. Udah lima bulan bertahan masih juga gak berfungsi paylater nya . Semakin gak jelas males mempertahan kan nya .
KICAU Mania,5,2024-08-01 14:03:46,Mantap
Saderi Saderi,5,2024-08-01 13:31:14,"Oke mantap, semakin lengkap."
Radza,1,2024-08-01 11:36:45,GK dapat gratis ongkir
Google Review,1,2024-08-01 09:10:43,"Lagi scrol belanjaan, ehh iklan muncul nutupin layar, nyebelin, MENGGANGGU. HAPUS gak suka saya lagi pilih2 barang iklan promo muncul. Bukannya pembeli skrg bayar jasa aplikasi, bukan makin nyaman malah ngeselin."
Wahyu Donald,5,2024-08-01 08:12:12,amanah
didik bambang,5,2024-08-01 06:12:30,Mudah unt bayar2 tagihan juga disini
Triadi Saputra,5,2024-08-01 04:32:02,Ok siip mantap
Musolih,2,2024-07-31 23:01:50,Terlalu gede biaya apk nya saat pakai apk
Baja Yana,5,2024-07-31 22:22:33,Bagus
Chandra Septika,1,2024-07-31 19:58:45,Paylater by kredivonya bangkrut kayanya .udah nggk bisa di pake Saya terpaksa uninstal buka lapaknya
IS LEGOS WAK IS,5,2024-07-31 17:47:05,Bk lapak emang mantap terpercaya! Sangat baik di masa sd saat ini
Andiirawan,5,2024-07-31 15:58:07,Oke
Yogi Kusumah,1,2024-07-31 15:13:22,Ada transaksi tidak di kenal sehingga mengambil saldo dana saya. Apa kah bisa di kembalikan saldo dana saya ?
1001 Cara,2,2024-07-31 14:41:03,"Enak limit paylater bisa di gunakan untuk keperluan mendesak, Limit tidak dapat di gunakan lagi yang Rp 500.000"
jajang Roberto,1,2024-07-31 13:27:08,Dan ternyata paylater sudah tdk bisa digunakan.. Parah
Rizki Virda Arafat,5,2024-07-31 11:10:05,Teruma kasih
Opick Rahmat,1,2024-07-31 10:42:33,"Paylater dah g bisa dipake, kecewa banget."
Irham tahir Giso,3,2024-07-31 08:47:16,Semoga Bukalapak memberikan pelayanan terbaik
Dian Aryanto,1,2024-07-31 08:21:46,"Sangat kecewa,CS nya tidak bertanggung jawab sama sekali,saldo saya bisa hilang dan masuk ke transaksi bukalapak,setelah saya laporkan pihak bukalapak tidak bertanggung jawab"
Sanudin,5,2024-07-31 07:29:31,Memuaskan
Alfia Hasani,1,2024-07-31 07:08:45,"Korban penipuan. Isi saldo 135 di vc sama orang katanya barang otw kok saldonya langsung hilang. Hati"" yang pakai apk ini"
Dora Emon,1,2024-07-31 05:53:51,"Akun ku kena bajak baru isi ulang dana uangnya langsung kekirim padahal saya tidak beli apapun, terus saya laporkan gak ada kabar fiks"
Abdul Kholik,1,2024-07-31 05:41:33,"Percuma di update, klo paylter tidak bisa di gunakan sama sekali"
Ridho Ilahi,5,2024-07-31 04:48:28,Bagus
Yahmun,1,2024-07-31 04:10:01,Bayar pakai paylater.mahal bunganya.belanja 20rb.bayar 20rb
arfan kurnianto,1,2024-07-31 04:05:56,Pelit ongkir
Sunarto Narto,5,2024-07-31 00:34:11,Mantap
danil Kusuma,5,2024-07-30 23:08:41,mantuuullll
khoirul anam,5,2024-07-30 21:32:05,"Aplikasinya bagus , harga juga bersaing"
Aditiya D.C,1,2024-07-30 20:07:43,"Aplikasi sarang penipu bertransaksi ,aku gak pernah buat akun buka lapak ,malah kena tipu dan saldo dana saya terhubung ke bukalapak dan transaksi sendiri ,dengan top up saldo ovo sekitar 1.650.000 jta hapus sekarang akun dana dan bukalapak gak aman asli gak aman ,kok bis top up saldo bukalapak dan bertransaksi, tanpa bukalapak nya belum verivikasi ktp dan biodata dan bisa menghubung kan ke akun dana asli sarang penipu mencuci uang nya"
Widya Tio,1,2024-07-30 19:31:02,"Aplikasi apaan ini,tidak bisa mengisi formulir alamat pengiriman, bagaimana ini...jgn sampai pada kecewa"
Dwi Putra,5,2024-07-30 15:56:07,Aplikasi bukalapak ini udh sepi sama voucher gratis ongkos kirim dan voucher diskon promo nya udh sepi semua
Arafat Almasyi,5,2024-07-30 10:33:07,Juos
Mans Gaming,5,2024-07-30 10:24:31,Mantap
Mustaghitsatun Nadia,5,2024-07-30 09:33:42,positif
Yudistira Pratama,5,2024-07-30 08:33:28,Mantap jiwa
Ahmad Fauzia R,5,2024-07-30 08:12:32,Tolong perbaiki banyak vocer gak bisa digunakan
Arga Lingga,1,2024-07-30 07:51:54,"Saya kecewa dengan perusahaan ini. Karena uang saya hilang waktu saya mengisi saldo. Waktu itu saldo masih masuk ke akun ini. Namun setelah istimasi satu jam, tiba-tiba saya tidak bisa melakukan login. Alasannya ""akun tidak aktif"" Saya coba daftar lagi, malah dibilangin akun sudah terdaftar. Anih membuat saya pusing. Tolong uang saya dikembalikan. Ini saya punya bukti, karena semua di screenshot."
Bayu Mukti wibowo,5,2024-07-30 07:22:40,Mantap. Sangat membantu dalam mencari barang kebutuhan..
Rio Thegiel,1,2024-07-30 05:43:57,"Saya sangat kecewa,,, dimana saldo di akun dana hilang dan pihak DANA DAN BUKALAPAK TIDAK BERTANGGUNG JAWAB SAMA SEKALI,, BERALASAN AKUN SAYA TIDAK TERSEDIA, KALAU TIDAK TERSEDIA KENAPA BISA TERHUBUNG DI BUKALAPAK ANEH TAPI NYATA 😭😭😭"
Reza Muhammad,5,2024-07-30 05:24:55,Senang belanja di sini
Abhy Billah,1,2024-07-30 03:42:40,J&T itu mau bangkrut kenapa pengiriman harus di wajibkan ada J&Tnya?
MUHAEFIN,5,2024-07-30 01:38:20,"Saldo di akun DANA saya hilang sejumlah 2.055.556 jta padahal saya tidak pernah melakukan transaksi tersebut di bukalapak , saya sangat di rugikan , jiga saldo saya tak kunjung kembali saya akan laporkan ke pihak yang berwajib"
Harisko Wijaya,2,2024-07-29 17:58:29,Kembalikan saldo dana saya
vivi pattiasina,5,2024-07-29 16:15:35,Luar biasa 👍🏼👍🏼
Hafiez Ozzora,1,2024-07-29 14:23:44,paylater nya gak mau tolong diperbaikin masa Gangguan terus memurus....🤬🤬😡😡
Asep Suryadi,1,2024-07-29 13:40:57,"Saldo refound gak bisa ditarik,, tambah rek penarikan kode otp ga masuk masuk ke inbox email,,"
Siti Rah,1,2024-07-29 10:33:57,Ok
Ahmed Fauzul,1,2024-07-29 10:30:27,live chat nya kaya robot . mana susah konek lagi ga memberikan solusi yang jelas . aplikasi ga bisa input resi manual .
Hamzani Harun,5,2024-07-29 07:38:56,recommended
Manhuri,5,2024-07-29 07:25:29,kapok....
Projo Hantoro,5,2024-07-29 05:14:19,Belanja jd makin mudah murah Sekarang...
Febri Tri Hartono,1,2024-07-29 03:39:01,Saatnya UNINSTAL Bukalapak ! Bukalapak Guplak !!! Koneksi internet yang seperti apa yang KAU butuhkan ???
candhra trisetyoko,5,2024-07-29 03:30:04,Mantul
Samuel Perdana,5,2024-07-29 03:27:05,"Semua barang yang kita cari semua ada disini, kiriman sesuai dengan keinginan kita, pelayanannya memuaskan 👍👍👍👍"
Supriyadi Vlog,5,2024-07-29 02:40:05,Aplikasi mantab
akhmad gerink,1,2024-07-29 02:08:23,Paylater ny gak bisa d gunakan padahal gak pernah telat bahkan seblm jatuh tempo sudah bayar
M DONI SAPUTRA NASUTION,5,2024-07-29 02:04:41,Good
Dimas Hayudi,5,2024-07-28 23:41:35,Hanya ini yang mau saya sampaikan 👍 Trima kasih Bukalapak.
KRRISH,5,2024-07-28 21:03:18,"Kenapa akunku yang sudah lama terdaftar gk d hapus otomatis aja, karena nomer nya sudah hilang. Bgmn jika paylaternya d salahgunakan sm org lain😢mau login tp lupa nomernya"
anthony nicotta,1,2024-07-28 12:57:44,"Ongkirnya mahal, pantesan orang gak mau belanja disini. Mendingan yg oyen, ada garansi pesanan terlambat..keren. Ini sih tinggal tunggu waktu tutup permanen 😂"
WAHYU MALANG SELATAN,5,2024-07-28 12:41:30,Mantap
Chandra,1,2024-07-28 12:41:02,Cuma BUKAKAPOK yg ga ada gratis ongkir. Jadi males belanja disini.
Panji Ade sukma,1,2024-07-28 11:13:22,Aplikasi dah keliatan tidak peduli kepada customer..itu saya tidak tau dengan investasi bukareksa dan saya hanya salah menyetujui pembelian saja tapi saya coba untuk menarik saldo ke rekening saja sampai 3 hari Belum juga di proses di coba tanya ke email yang balas bot apaan tuh parah itu pun cuma nominal 40rbu gile
Muhammad Roby,3,2024-07-28 09:46:59,"Saya mengalami masalah dengan adanya transaksi yang tidak di ketahui melalui akun dana saya ,apakah uang saya bisa kembali jika saya melaporkan"
Ardy Pranata,1,2024-07-28 07:29:32,Ini gimana sih limit paylater gak bisa dipake bli pulsa
Heri herdian,5,2024-07-28 07:17:51,"Payletter gangguan terus niehh , kecewaa"
Ayun Sihombing,2,2024-07-28 05:29:44,Gak order gak apa saldo abis di sedot
Pendi Supendi,5,2024-07-27 23:49:10,Sellu tingkqtkn plynan
Cici Bali,5,2024-07-27 16:47:49,Belnja d bukalapak sngat memuaskan
Tri Agusandi,5,2024-07-27 15:49:58,"Bnyak, manfaat"
Maulidya Devita,1,2024-07-27 15:43:00,"Kacau parah nih bukalapak, dulu saya seneng bgt loh jualan disini ,ntah kenapa pdahal gak melanggar apapun , toko di bekukan sepihak , udh verifikasi KYC , TETEP AKUN DIBEKUKAN , Alhamdulillah sih udah ketarik semua saldonya , .. Fitur bantuan jg gak ada LIVE CHAT, cuma artikel2 gak jelas!!! Gimaa org mau minta bantuan coba ,Dagang di BL gabisa ,tapi mau hapus akun pun di persulit, gajelas bgt nih aplikasi, kecewa!!!!!!!!"
Abdul Rosyid,5,2024-07-27 15:33:46,Ok👍👍👍
mamed B,1,2024-07-27 11:09:17,Kredivo paylater sudah tidak bisa di gunakan tolong di hapus aja drpd bikin kecewa
senja merah,1,2024-07-27 10:52:46,"sistem buruk, foto KTP untuk perubahan nomor telepon selalu gagal, kacauuuu"
Maulana Maulana,1,2024-07-27 09:01:43,"Bukalapak bukan nya semakin maju malah semakin menurut fitur nya,sekarang tidak ada limit pinjaman apapun pada aplikasinya"
Aditi rangga,1,2024-07-27 03:24:53,"Pengiriman lambat, udah check out malah di undur dan gabisa di cancel. Aplikasih sampah dasar payah👎"
D E Noran Sitio,1,2024-07-27 02:24:02,Bangkrut kah? Paylater ngga bisa digunain??? Hampir 2 bln. Dalam Perbaikan sistem........sueeeeee
Budi Dwi Haryanto,5,2024-07-27 01:13:58,"Kalau beli paket data, pas masukin no kartu, validasi nya kelewat cepat, masuk no kartu belum selesai udah dibilang ""no. Tidak valid"". Walhasil harus ketuk texbox lagi utk munculkan lagi papan ketik... Mungkin bisa diperbaiki aplikasi nya agar lebih nyaman dipakai."
Mid May,1,2024-07-26 18:37:22,Toko online paling ribet .... Masa gk ada pembayaran cod ...
Hen Hen,1,2024-07-26 16:30:41,Bukalapak sudah mulai tidak mematuhi peraturan ojk..saya akan melaporkan ke ojk dan menkominfo..karena bukalapak kerja sama dengan penjual chip dan blokir permanent aplikasi ini
Hasbunallah Waniimalwakil,5,2024-07-26 13:04:48,Mantap deh pokok nya respon cepat
Nur Apriyanti,4,2024-07-26 12:22:25,"ANJIING nih aplikasi,,saldo DANA GUA OTOMATIS DI POTONG KE BUKALLAPAK BANGSAAT,,,TAIII ANJIING"
Mik 95,5,2024-07-26 12:13:16,Siipp
Bapak Kembar Rich,5,2024-07-26 10:42:44,Kasih bintang 5 dech siapa tau rame kaya dulu. 6bulan ga ada order satupun Masih ada pengguna kaga ya😅😅😅
Junior Lita,1,2024-07-26 09:36:29,"Saldonya sudah tidak bisa di pakai , pengembalian uang ke akun dana tidak bisa lagi"
Hariyanto gamingl,1,2024-07-26 07:08:44,Burúk
andre ardiansah,5,2024-07-26 06:34:57,"Sangat membantu dalam pembayaran online , dan juga bnyak fitur yang bisa di gunakan"
Arvino Pulungan,1,2024-07-26 05:05:44,Apanya saya gak ada mesan malah di potong uang saya di dana apa apaanya
Aan Praja,5,2024-07-26 04:46:02,Terimakasih atas bantuan nya buka lapak yng telah membuka pembelian untuk pelatihan prakerja..Lpk KARTIKA..
Paunx Boled,5,2024-07-26 03:38:03,Ok
Aqsho Shop,3,2024-07-26 00:56:59,"Beli pelatihan pra kerja,sdh berhasil dibayar,kupon gak ada. Notif:dlm perbaikan sistem. Komplai di aplikasi,tak ditanggapi. Tp klo utk fitur lainnya,lumayan!"
Moch Zaenuri,5,2024-07-25 23:26:10,okee top
atep bungsu,1,2024-07-25 20:22:30,aplikasi parah tiba bertransaksi yang saya tidak kenal tujuan transper tanpa sepengetahuan saya aplikasi tolol
Andi Nursamsi,5,2024-07-25 20:08:52,terimakasih
Acil Sikumbang,1,2024-07-25 18:40:12,"Udah lama gak buka app ini, sempat diuninstal jg, baru nginstal lagi pakai akun lama, akunnya sudah dinonaktifkan. Padahal ada bbrapa yang masih bisa diduitin di akun lama saya. Buruk sekali. Terpaksa uninstal lagi. Setia di apps orange lah."
Dore Januar,1,2024-07-25 15:22:06,Paylater gak bisa di gunakan lagi....bangkrut ...sudah tidak minat pakai bukalapak
ali yusuf,5,2024-07-25 14:06:40,Memuaskan belanja di bukalapak. Sangat sangat membantu. Terima kasih
Noviyanto Pratama,1,2024-07-25 13:16:05,Buat jadi pelapak susah bener tanya ma cs jawabnya kaya bocah ditanya ngawur ngidul
Zaini Fly,5,2024-07-25 09:20:01,Cocok dan nyaman aja belanja disini
Zoelkarnaini Lion (Zoel),5,2024-07-25 06:19:58,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
Sulhan Dedek,5,2024-07-25 06:11:06,Gooood barang nyampai ke pembeli
Rudi Shidiiq,5,2024-07-25 05:29:26,Bagusssss
zainal achmad,1,2024-07-25 05:28:27,"Ada masalah, tidak ada solusi real & CS Buka bantuan minim attitude. Solusi belum ada customer sudah diputus"
abu yakin,1,2024-07-25 04:37:58,"Banyak penipuan, giliran ajukan komplain admin nya hilang gk jelas harus hubungi kemana"
Ade Arya,5,2024-07-25 03:09:24,Semuanya bagus
Amin Bintang,5,2024-07-25 00:49:52,Lumayan bisa digunakan
Muez90 El,1,2024-07-24 20:21:37,"Sudah 1 bulan ini refaud belum masuk ke akun DANA. Sangat kecewa duitnya hilang begitu saja. Udah di cek beberapa kali sama sekali tidak ada refaud/pengembalian dana. Semakin buruk di marketplace 1 ini. Vocer"" juga udah gk ada"
Muhammad Sutikno,2,2024-07-24 16:39:17,Gak bisa msuk aneh
Yugindar Abo,5,2024-07-24 16:37:43,Ok
Muhamad Ilham,1,2024-07-24 14:13:43,Limit gabisa dipakai lagi padahal belum pernah telat bayar
Sahrul Chanel27,3,2024-07-24 14:00:37,"Udah 3 bulan akhir "" paylater Bukalapak tidak bisa di pakai bahkan sampai hilang di saat ganti di metode pembayaran tidak ada pembayaran pakai paylater Bukalapak..aneh nya di profil ada limit 500k aneh kecewa tau gini kaga gua lunasin dlu paylater nya"
Maulana 1980,1,2024-07-24 12:41:19,"Uninstal,,udah tidak ada manfaatnya,,paylater sudah tidak bisa di pakai lagi."
Nikko Wijaya,1,2024-07-24 12:18:36,produk digital sudah diblokir...unistall...bye BL ...bentar lagi anda akan tutup...
Rezer Wahyudi,1,2024-07-24 07:53:53,Buat apa ada kredivo paylater di Bukalapak kl g bs belanja!!
Ray Munchen,1,2024-07-24 07:28:44,"Aplikasi paling buruk, buat seller mending Shopee, tokped, tiktok, sama lazada, mau tambah produk di batasin🤣 kaya aplikasi dia udh oke aja, aplikasi ga mau modal cuma seller yg di suruh bikin iklan🤣"
Budiono Diono,5,2024-07-24 06:53:53,Sangat lancar pembayaran lewat bukalapk
Yoga Kristiawan,5,2024-07-24 06:14:31,Mantap bukalapak
Sugar Glaidder,2,2024-07-24 05:47:54,Sebagai pembeli sering dirugikan 2kali ongkir saat return barang..padahal sebab return barang dikarenakan kesalahan penjual..baik sengaja/tidak... Ini bisa jadi celah..penjual seanaknya kirim barang.. Mohon BL khususnya bisa memperbaiki fitur/layanan agar pembeli tak merasa dirugikan. Istilahnya..bisa jadi pembeli tak untung malang buntung.
Missia Oktora,1,2024-07-24 05:43:01,"Mau tanya dunk, apa masih ada yg transaksi jual beli di Bukalapak ?😂"
sugeng riadi,5,2024-07-24 05:07:06,👍🙏
Dody Hartadi,5,2024-07-24 04:44:41,menyenangkan belanja di Bukalapak
Mamat Arbi,5,2024-07-24 02:47:34,Bukalapak di majalengka Jawabarat sudah bayak yang mengunakan... Kurir nya harus punya yang cepat... Ke daerah sukajadi lemah sugih pengiriman masih aga lama. Kalau bisa kurir khusus buka lapak..
Ejo Kadai,1,2024-07-24 02:02:59,paylater sekarang gak bisa
Muhamad Taufik,5,2024-07-24 01:22:52,Bukalapak nih guys... 👍👍👍
Kamaludin Dwijaya,5,2024-07-24 00:04:38,Buka lapak okeh blehh
dolay libra,5,2024-07-23 18:37:06,Bagus
Naufal Kenzie,5,2024-07-23 14:53:22,Tak ada yg tak bisa tanpa bukalapak
Firdy Yahya,5,2024-07-23 14:17:43,Top
Bar Album,5,2024-07-23 13:17:05,Awesome
Viaholiah Holiah,4,2024-07-23 11:30:48,Sangat puas sekali
Ocid Baee,1,2024-07-23 11:09:54,bagus
Goklas John Wesley,1,2024-07-23 10:47:00,"JANGAN PAKAI APLIKASI INI, SALDO GW UDH BNYK NYANGKUT. COMPLAIN SUSAH"
Ultras bianconero (Iponks),5,2024-07-23 10:34:24,Selama ini belanja aman2 aja
Didi Afandi,5,2024-07-23 09:47:30,Min susah log in
Simple Deck,1,2024-07-23 09:29:47,Setelah update malah maikn tolol
Azhar Ripandi,5,2024-07-23 09:22:21,"Bagus, sudah pakai dari dulu"
Eko Yanto,3,2024-07-23 09:00:29,Kanapa paylater gk bisa dipilih sebagai pembayaran ya
Fajar Risman,5,2024-07-23 08:06:20,Bagus
Kifadi Kifadi,1,2024-07-23 06:33:53,Saya mau komplain kmna lg knp buka lapak tdak olshop lain yg lgsung bsa berbicara dngan csny barang sya dtahan d j&t sudah 12hri brang g sampai2 ya x sya byar tgihan tp brang lom sampai2 klo memang sistemny bruk knp g tutup aj
Wahyu Akbar,1,2024-07-23 06:19:41,Saldo buka dompet di bekukan tanpa ada masalah yang jelas..
fani irawan,1,2024-07-23 06:08:16,Sudah bayar lunas malah ga bisa dipake pay latter nya aplikasi aneh
egi prabowo putra,1,2024-07-23 05:07:20,Jir udah 4 bulan pske paylater lancar2 tapi tdi sya byar japo tgl 12 pas mau di ajuin ga bisa bacan metode pembayaran ini tidak bisa di gunakan heran bulan kemaren smpe japo baru byar di telpon cs nya jga pas habis bayar ajuin lagi bisa lah ini tumben2an ga bisa eror ap gmna hbis di update tadi pagi apes apes
Taopik Hidayat,1,2024-07-22 23:42:31,Mau sambungkan Dana aja gabisa2 padhal PIN udah bener 👎
Mohammad Surip,5,2024-07-22 22:01:43,Buka lapak wokeeee
adisswar,1,2024-07-22 20:29:45,Banyak penipuan
Nanik Sudarwati,5,2024-07-22 19:55:56,Bagus aplikasinya
ARM AUTO SET COVER,1,2024-07-22 18:18:26,Sampah
Dav id,5,2024-07-22 17:24:04,Halo halo akun saya kenapa dinonaktifkan....mohon bantuan
Yudhi Setiawan,5,2024-07-22 16:20:19,Hapus Sistem COD supaya Kurir gak Jadi Sasaran Paket di Buka gak sesuai dan consumen gak bayar..
aris kecil,5,2024-07-22 15:54:51,Sangat membatu pelatihan. Nya makasi bukalapa
asep setiajaya,1,2024-07-22 15:05:21,E-Commerce paling sering Update. gimana gak pada di UNINSTAL sama orang2.
Nanonano Lolipop,5,2024-07-22 15:01:41,Ok banget
Julmiadi,1,2024-07-22 14:43:50,payleter gak bisa di pake lagi
Laras Whisanty Official,5,2024-07-22 13:49:14,Produk2 yg lengkap
Link pasar bunder Bunder,5,2024-07-22 12:51:04,Smoga sukses trus
Tika Marliyana,5,2024-07-22 12:28:35,Kok badai uangnya ga bisa padahal udah diperbarui
Diyah ayu Nurjanah,5,2024-07-22 09:36:29,Mantap dan mudah
Dani Firman,1,2024-07-22 06:05:22,Bukalapak tolong ya seller mau tarik hasil penjualan kok lama banget msk ke seller berjam2 loh????? Perbaiki donk ini sistem Bukalapak Toko sebelah narik hasil penjualan sebentaran udh msk Ini kok lama?????
Sufii Cahaya,5,2024-07-22 05:34:28,Gak salah blanja di buka lapak pokok nya puas
Re Ggi,5,2024-07-22 04:44:23,Mntabzzz
Dirman Buyung,2,2024-07-22 04:18:14,"Apk ini suda mencuri uang saya di apk dana . saya,,jumlah uang yg di curi rp seratus 51rb"
Syaiful Anwar,5,2024-07-22 03:14:56,Memuaskan
budhi hanjaya,5,2024-07-22 02:08:23,"Selalu puas belanja disini, pelapaknya jg mantap2...tinggal banyakin gratis ongkir boss kayak lapak sebelah, pokoknya 👍👍👍"
nur holis majid (majid),1,2024-07-22 00:14:10,"Aplikasinya bobrok, login aja ga becus"
Fandi Indarto,4,2024-07-21 23:49:52,Saya sudah bayar wifi indihome status Dibayar tapi masih PROSES melulu ga ada keterangan apapun refond atau bgmna ..kecewa dihubungi susahnya minta ampun cs nya
jayus aedy,1,2024-07-21 17:40:32,"Gila ni toko fee penghasilan nya. Jual barang 2,5jt di potong 200rb sisa 2,3jt yg masuk saldo... Ga jd untung malah rugi klo gini...kapokkkkklkkkkkk ga sudi jualan lg di bukalapak..."
Sabdar Hutajulu,1,2024-07-21 16:22:30,Makin gak jelas
Tia Fia ajah,2,2024-07-21 15:44:05,Kurang promo .. gak ada diskon.. ongkir dan voucher lain nyaa
mangzenggot jenggot,5,2024-07-21 14:40:32,Sangat membantu sekali..mempermudah dalam pekerjaan sy txs.BL sukses selalu..jaga kinerja nya.....
Jemani Lilis,5,2024-07-21 14:24:58,baik
Apri liya,1,2024-07-21 12:56:44,Aplikasi sialan dari kemaren verifikasi dana GK bisa2
Ali Sidik,5,2024-07-21 11:18:04,"Cocok belanja di bukalapak barangnya sesuai dengan yg di inginkan, serta pembayarannya mudah."
Gery Arisandy,1,2024-07-21 09:53:45,Keamanan data pengguna kurang baik. Data email bocor di drak web lewat aplikasi ini. Tolong untuk keamanan data pengguna di tingkat lagi.
Akang Rudi,5,2024-07-21 09:48:48,Kak tidak bisa mendaftar dan login bantuan dong lewat email
Yoga,1,2024-07-21 08:58:45,Uninstall bukalapak krn paylater pake kredivo.. paylater paling rumit seantero jagad.. di tolak langsung di ban 3 bulan..
Fajar risman,1,2024-07-21 08:05:09,"Kredivo nya ga bisa di pake , uninstal masal yo kawan2"
Nara yana,5,2024-07-21 05:02:34,apk yg sangant bagus
Kucai Klep,1,2024-07-21 04:52:31,"Baru update malah gak bisa tukar email ataupun tukar nomor hp, perbaiki dlu"
Ibrahim Algazali,5,2024-07-21 01:39:44,rekomendasi
Tutti Kurniati,1,2024-07-20 23:51:28,"Isi E-toll dari tanggal 17 Juli 2024 sampe hari ini 21 Juli 2024 ga berhasil, status DIPROSES udah wa ke CS jawaban tunggu2 terus dari kemarin, minta balik saldo juga ga ada tuh progressnya, tolong ini saya pengguna lama loh, kecewa banget🤬, buat yg jualan mending mikir dulu dah, rugi kalo begini, nama baik warung kita juga jadi jelek kalo gini👎🤬"
Desmaria Nathalie,5,2024-07-20 22:43:54,Aplikasi saya knp ga bisa di update ya
Rifki Mario,5,2024-07-20 20:27:37,Bagus
Hana rosyana,1,2024-07-20 17:14:28,Pedagang nya sering membatalkan pesanan secara sepihak dan menaikkan harga dgn alasan harga belum di-update dan kalo di chat pedagang nya banyak yg tidak ramah
Aris Sugianto,4,2024-07-20 16:26:26,Ongkir mahal
Sri Wahyuni,5,2024-07-20 14:55:39,Mudah bagus dan mantap
OKKA Dkv,1,2024-07-20 14:33:55,Parahhh...
Avatar NetGB,5,2024-07-20 13:36:54,Good
Rafiq Maushul,1,2024-07-20 08:08:19,"Jelek sekali, saya punya saldo dibukalpak tapi tidak bisa dicairkan ke rekening, keterangannya proses tapi gabisa bisa"
Andi Jr,5,2024-07-20 07:27:38,oke
Piex,5,2024-07-20 06:00:23,Saya suka belanja di BL
Iphoenx's Gaok,5,2024-07-20 05:37:03,"Ok deh, keren"
Sujatmiko Oplet,5,2024-07-20 05:26:22,Paling terbaikkkkkk
mega store,5,2024-07-20 04:46:58,memang ok
Ibnu AQiL,4,2024-07-20 04:09:43,Pelit gratis ongkir
made widiadnyana,5,2024-07-20 03:57:45,bagus
Sie Ki Cung Sie Ki Cung,5,2024-07-20 02:49:46,Good
Acil Kocil,1,2024-07-20 02:30:11,"JEMBUT, MAU GANTI NO HP SUSAH BANGT, PADAHAK UDH KIRIM DATA KTP + SELFI MSH DI TOLAK ASTAGA"
Rsstu Fadillah,1,2024-07-20 02:17:57,"Aplikasi sialan, limit paylatter sudah besar sering dipake untuk usaha, skrg malah gabisa dipake lagi, parah emang giliran limit sudah besar malah di bekukan, telasoooi"
Muhammad Masda febryan,5,2024-07-20 01:32:36,Sampai hari ini saya masih menggunakan app ini karena barang yang di jual selalu sesuai dengan apa yang di pesan..
arya story 24,3,2024-07-19 19:53:25,tolong payltery d akhtifin lagi tempo g pernah telat malah d offfin bego
Lukman 2018,5,2024-07-19 14:31:54,Mantap
Jun Aidi,5,2024-07-19 13:54:44,"Ada pembaruan update, akun email ku gak bisa login sampai sekarang"
Lazada Part04,1,2024-07-19 08:52:18,"Kenapa akun saya keluar terus dan tidak bisa login, ini kenapa aplikasi nya makin buruk aja"
Lai. Yahya,1,2024-07-19 06:52:26,"aplikasi gak jelas, main hapus akun orang saja.!!!"
Arif Rizal,5,2024-07-19 05:36:02,thanks buka lapak
Tukimen nn,1,2024-07-19 01:43:19,"Aplikasi ga jelas uang saya 2jt di colong padahal ga pesen apa"""
BANK BRI (Persero Tbk),5,2024-07-18 22:22:07,tolong dihilangkan pembekuan. kenapa saldo lebih 5 juta selalu dibekukan.
Ajat Kosasih,5,2024-07-18 16:05:32,Paylater agar dapat digunakan kembali
Budi Habibi,1,2024-07-18 14:19:46,Cukup merepotkan
Inaya Rahman,3,2024-07-18 14:08:33,Selamat anda mendapatkan vocer paylater 500rb.. Notif gitu terus bisa dipake juga kaga paylater kredivonya ampun dah ganguan sistem apa gangguan saraf nih udah hampir sebulan kaga bisa dipake.
Cikal Fals,4,2024-07-18 11:25:27,Semoga bisa dpet rezeki lewat bukalapak
Yayan Taryana,5,2024-07-18 11:04:48,Mantappppp
